CO_IES	NO_IES	SGL_IES	CO_MANTENEDORA	NO_MANTENEDORA	CO_CATEGORIA_ADMINISTRATIVA	CO_ORGANIZACAO_ACADEMICA	CO_MUNICIPIO_IES	NO_MUNICIPIO_IES	SGL_UF_IES	NO_REGIAO_IES	QT_TEC_TOTAL	QT_PERIODICO_ELETRONICO	QT_LIVRO_ELETRONICO	VL_RECEITA_PROPRIA	VL_TRANSFERENCIA	VL_OUTRA_RECEITA	VL_DES_PESSOAL_REM_DOCENTE	VL_DES_PESSOAL_REM_TECNICO	VL_DES_PESSOAL_ENCARGO	VL_DES_CUSTEIO	VL_DES_INVESTIMENTO	VL_DES_PESQUISA	VL_DES_OUTRAS
1828	ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO	ESCOLA DA CIDADE	1210	ASSOCIACAO ESCOLA DA CIDADE - ARQUITETURA E URBANISMO	5	3	3550308	São Paulo	SP	Sudeste	14	0	0	12286258.66	0.00	1383101.46	4694184.44	1388925.31	1226968.47	3413532.02	0.00	0.00	1016812.13
1831	FACULDADE CENTRO PAULISTA	CESI	1213	CENTRO DE ENSINO SUPERIOR DE IBITINGA	5	3	3519600	Ibitinga	SP	Sudeste	7	842	8659	1016548.92	0.00	15164.91	242134.42	161422.95	134344.78	19435.69	0.00	0.00	131127.26
1832	FACULDADE DE JABOTICABAL	FAJAB	1214	ASSOCIACAO TANED DE ENSINO SUPERIOR -ATES	5	3	3524303	Jaboticabal	SP	Sudeste	5	0	0	182966.68	0.00	0.00	77442.12	63745.73	49445.90	3293.46	0.00	0.00	44679.00
1834	FACULDADE DE AGUDOS	FAAG	1216	CENTRO DE ENSINO SUPERIOR DE AGUDOS	5	3	3500709	Agudos	SP	Sudeste	30	90	90	7492412.40	0.00	0.00	454789.35	692673.07	410744.49	1876302.48	655982.89	2226634.90	694126.18
1835	FACULDADE INTEGRADA DE ENSINO SUPERIOR DE COLINAS	FIESC	1217	FUNDACAO MUNICIPAL DE ENSINO SUPERIOR DE COLINAS DO TOCANTINS FECOLINAS	3	3	1705508	Colinas do Tocantins	TO	Norte	20	842	8659	239400600.20	0.00	95700100.50	28100200.30	11070800.00	7200000.00	57100000.00	3600000.00	3000000.00	1610.00
1838	FACULDADES INTEGRADAS RIO BRANCO	FRB	1218	FUNDACAO DE ROTARIANOS DE SAO PAULO	5	3	3550308	São Paulo	SP	Sudeste	50	729	12	14578166.04	1018272.97	472129.24	5146164.06	2952981.29	4137649.68	2976592.70	76064.72	0.00	779115.80
13481	FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA	FRB-GV	1218	FUNDACAO DE ROTARIANOS DE SAO PAULO	5	3	3513009	Cotia	SP	Sudeste	2	83	8	1110458.99	731364.21	22725.54	447673.99	213384.52	474434.36	566636.92	87544.97	0.00	74873.98
1843	FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO	FACAMP	1220	CEMES CENTRO MINEIRO DO ENSINO SUPERIOR	5	3	3111200	Campo Belo	MG	Sudeste	24	40	0	2547299.45	0.00	259335.18	1130616.55	665427.73	627660.73	275819.94	35165.13	0.00	75600.73
1850	FACULDADE ALVORADA DE TECNOLOGIA E EDUCAÇÃO DE MARINGÁ	FACULDADE ALVORADA	1221	ASSOCIACAO EDUCACIONAL SAO JOSE	5	3	4115200	Maringá	PR	Sul	37	430	3650	4512280.06	0.00	861851.81	999747.65	568327.93	989331.10	721413.19	901792.62	335416.15	858103.23
1852	FACULDADE SABERES	SABERES	1222	SABERES INSTITUTO DE ENSINO LTDA - EPP	4	3	3205309	Vitória	ES	Sudeste	13	87	44	1675572.40	0.00	0.00	389290.74	217071.97	301842.77	463133.98	0.00	0.00	261947.07
1030	FACULDADE DE ECONOMIA E FINANÇAS IBMEC	FACULDADES IBMEC	1223	GRUPO IBMEC EDUCACIONAL S.A	4	3	3304557	Rio de Janeiro	RJ	Sudeste	35	176	0	262114801.40	0.00	4196410.61	64692274.04	24121349.56	53296303.72	86044441.02	7497643.00	0.00	13105384.10
1681	FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS IBMEC	FACULDADES IBMEC	1223	GRUPO IBMEC EDUCACIONAL S.A	4	3	3304557	Rio de Janeiro	RJ	Sudeste	131	176	2	262114801.40	0.00	4196410.61	64692274.04	24121349.56	53296303.72	86044441.02	7497643.00	0.00	13105384.10
1484	FACULDADE IBMEC	IBMEC	1223	GRUPO IBMEC EDUCACIONAL S.A	4	3	3106200	Belo Horizonte	MG	Sudeste	116	160	209	262114801.40	0.00	4196410.61	64692274.04	24121349.56	53296303.72	86044441.02	7497643.00	0.00	13105384.10
3169	Faculdade METROCAMP		1223	GRUPO IBMEC EDUCACIONAL S.A	4	3	3509502	Campinas	SP	Sudeste	192	30000	0	262114801.40	0.00	4196410.61	64692274.04	24121349.56	53296303.72	86044441.02	0.00	0.00	13105384.10
2279	FACULDADE INTEGRADA METROPOLITANA DE CAMPINAS	METROCAMP	1223	GRUPO IBMEC EDUCACIONAL S.A	4	3	3509502	Campinas	SP	Sudeste	192	30000	0	262114801.40	0.00	4196410.61	64692274.04	24121349.56	53296303.72	86044441.02	7497643.00	0.00	13105384.10
1856	FACULDADE DO NORTE NOVO DE APUCARANA	FACNOPAR	1224	CESA - CENTRO DE ESTUDO SUPERIOR DE APUCARANA	5	3	4101408	Apucarana	PR	Sul	37	206	7643	4158806226.00	0.00	79531.32	1002575.75	797763.03	221534.63	112772.16	1111325.30	353572.12	274010.91
1862	FACULDADE DA REGIÃO SERRANA	FARESE	1226	INSTITUTO DE ENSINO SUPERIOR DA REGIAO SERRANA LTDA	4	3	3204559	Santa Maria de Jetibá	ES	Sudeste	16	7	0	2381610.26	0.00	0.00	632737.22	160725.33	308187.83	393557.24	14653.00	0.00	307970.62
1863	FACULDADE MANTENENSE DOS VALES GERAIS (INTERVALE)	INTERVALE	1227	VALES GERAIS SISTEMA DE ENSINO LTDA - EPP	4	3	3139607	Mantena	MG	Sudeste	10	80	5249	738000.00	0.00	45000.00	325000.00	117000.00	97000.00	150000.00	80000.00	0.00	0.00
1864	FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO	FABE	1228	ASSOCIACAO BRASILIENSE DE EDUCACAO	5	3	4311809	Marau	RS	Sul	12	2	0	13981366.28	0.00	4597596.17	4534834.84	1795887.18	1943500.65	5899869.58	1459519.81	340474.50	1175675.06
1865	INSTITUTO SUPERIOR DE EDUCAÇÃO ALVORADA PLUS	ISEAP	1229	INSTITUTO EDUCACIONAL ALVORADA DO SABER S/C LTDA - ME	4	3	3550308	São Paulo	SP	Sudeste	11	0	0	353026.80	0.00	0.00	122946.30	23546.09	34598.00	6705.67	0.00	10000.00	56456.00
1866	FACULDADE DE CIÊNCIAS EMPRESARIAIS E ESTUDOS COSTEIROS DE NATAL	FACEN	1230	INSTITUTO DE PROFISSIONALIZACAO, DE ENSINO E DE PESQUISA	5	3	2408102	Natal	RN	Nordeste	24	0	1500	558654.63	0.00	19752.00	83321.91	145385.57	115844.88	0.00	0.00	5000.00	90000.00
2514	INSTITUTO NATALENSE DE EDUCAÇÃO SUPERIOR	INAES	1230	INSTITUTO DE PROFISSIONALIZACAO, DE ENSINO E DE PESQUISA	5	3	2408102	Natal	RN	Nordeste	32	0	1500	558654.63	0.00	19752.00	83321.91	145385.57	115844.88	0.00	0.00	5000.00	90000.00
1873	FACULDADE MERCÚRIO	FAMERC	1231	ASSOCIACAO EDUCACIONAL E SOCIAL NOSSA SENHORA DE FATIMA	5	3	3304557	Rio de Janeiro	RJ	Sudeste	33	25	100	25.00	25.00	25.00	25.00	25.00	25.00	25.00	25.00	25.00	25.00
1875	FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA	FAIBI	1232	FUNDACAO EDUCACIONAL MUNICIPAL DE IBITINGA - FEMIB	3	3	3519600	Ibitinga	SP	Sudeste	19	0	0	48365.15	2494330.56	19896.06	963096.19	645361.93	603499.15	367099.21	4695.99	3231.67	53033.47
1876	FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU	FMPFM	1233	FUNDACAO EDUCACIONAL GUACUANA	3	3	3530706	Mogi Guaçu	SP	Sudeste	34	0	0	3570960.52	18434164.99	0.00	3353975.40	892420.97	1167081.99	1004985.99	19261.26	0.00	0.00
1879	FACULDADE EDUCACIONAL DE ARAUCÁRIA	FACEAR	1235	ASSENAR - ENSINO DE ARAUCARIA LTDA - ME	4	3	4101804	Araucária	PR	Sul	79	321	5147	12362990.56	0.00	23722.00	2905988.51	1245423.64	2662632.34	399637.52	8609.20	0.00	52491.69
1880	FACULDADE CASA DO ESTUDANTE	FACE	1236	SOCIEDADE DE ENSINO SUPERIOR DE ARACRUZ LTDA - EPP	4	3	3200607	Aracruz	ES	Sudeste	7	20	0	3166017.35	0.00	11553.79	673364.67	189957.48	549905.87	0.00	0.00	0.00	0.00
1881	FACULDADE DA ESCADA	FAESC	1237	SOCIEDADE DE ENSINO SUPERIOR DA ESCADA LTDA - SOESE	4	3	2605202	Escada	PE	Nordeste	35	250	34	4329105.87	0.00	67234.72	1188836.94	633763.34	486659.36	1660205.67	0.00	63066.62	363808.66
1884	FACULDADE RANCHARIENSE	FRAN	1239	D.D.G. S/S LTDA - EPP	4	3	3542206	Rancharia	SP	Sudeste	10	842	3832	3532153.34	0.00	4527.35	300553.07	200368.72	164916.85	26708.74	0.00	0.00	227055.95
1885	UNIDADE DE ENSINO SUPERIOR DOM BOSCO	UNDB	1240	COLEGIO DOM BOSCO LTDA	4	3	2111300	São Luís	MA	Nordeste	217	20	48	38873258.01	0.00	1743735.20	8507590.79	986251.19	6695746.32	740079.80	452727.01	0.00	7010516.15
1892	FACULDADE ENIAC	ENIAC	1243	EDVAC SERVICOS EDUCACIONAIS LTDA	4	3	3518800	Guarulhos	SP	Sudeste	92	113	5105	28949134.19	0.00	209370.14	3840431.28	1463872.18	2727829.39	4803718.15	216774.41	399576.29	5360923.63
3294	FACULDADE DE TECNOLOGIA ENIAC-FAPI	ENIAC	1243	EDVAC SERVICOS EDUCACIONAIS LTDA	4	3	3518800	Guarulhos	SP	Sudeste	92	113	5105	14731920.94	0.00	106546.34	1954356.55	744949.71	1388164.73	2444563.47	110314.29	203340.32	2728119.69
1894	FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING	FEPAM	1245	ENSIGEST - BRASIL LTDA - EPP	4	3	2607901	Jaboatão dos Guararapes	PE	Nordeste	2	0	0	1449222.00	0.00	41593.00	378225.00	119059.00	191683.00	384298.00	136509.00	0.00	252521.00
1895	CENTRO UNIVERSITÁRIO CHRISTUS	UNICHRISTUS	1246	IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA.	4	2	2304400	Fortaleza	CE	Nordeste	606	508	38	91669779.80	0.01	913512.07	28735849.38	19157232.92	9856144.64	6974544.70	3068391.43	0.10	19815260.71
1898	FACULDADE DO LITORAL SUL PAULISTA	FALS	1247	SERVICOS EDUCACIONAIS DO LITORAL PAULISTA LTDA.	4	3	3541000	Praia Grande	SP	Sudeste	17	0	0	7539686.35	0.00	19812.00	1622745.01	549962.23	846914.29	0.00	0.00	0.00	4075289.28
1899	FACULDADE DO NOROESTE PARANAENSE	FANP	1248	CESUNE - CENTRO DE ENSINO SUPERIOR DE NOVA ESPERANCA S/C LTDA - EPP	4	3	4116901	Nova Esperança	PR	Sul	15	842	8659	1705084.23	0.00	0.00	399009.97	266006.65	239551.97	123801.44	0.00	0.00	332117.36
1900	FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ	FAESP	1249	INSTITUTO DE ENSINO SUPERIOR ANCHIETA	5	3	4106902	Curitiba	PR	Sul	35	240	4824	4241400.49	0.00	3001.25	1275447.09	50571.98	516625.55	717808.32	0.00	0.00	92658.17
1902	FACULDADE SANTO AGOSTINHO	FACSA	1251	SOCIEDADE EDUCACIONAL SANTO AGOSTINHO LTDA - EPP	4	3	2913903	Ipiaú	BA	Nordeste	9	55	1023	219750.60	0.00	0.00	42007.68	19689.12	18592.40	7880.55	42004.62	0.00	28937.32
1903	FACULDADE CRISTO REI	FACCREI	1252	APES ASSOCIACAO PROCOPENSE DE ENSINO SUPERIOR S/S LTDA - EPP	4	3	4106407	Cornélio Procópio	PR	Sul	11	20	0	946696.50	0.00	0.00	239641.43	100999.98	209933.39	137765.37	0.00	0.00	0.00
1906	INSTITUTO DE ENSINO SUPERIOR MATERDEI	IES-MATERDEI	1254	MATERDEI ADMINISTRADORA EDUCACIONAL LTDA. - EPP	4	3	1302603	Manaus	AM	Norte	28	0	11	1094808.00	0.00	54325.00	399651.74	256086.02	229508.42	431009.00	30000.00	10006.00	60010.00
1908	ESCOLA DE ENSINO SUPERIOR FABRA	FABRA	1256	CENTRO DE ENSINO SUPERIOR FABRA	5	3	3205002	Serra	ES	Sudeste	43	220	0	1551245.08	0.00	0.00	347628.14	168765.51	98622.98	531491.88	0.00	0.00	101231.85
1909	FACULDADE PEREIRA DE FREITAS	FPF	1257	CENTRO DE CULTURA TECNICA DE IPATINGA LTDA - EPP	4	3	3131307	Ipatinga	MG	Sudeste	20	0	0	4084583.00	0.00	0.00	1287768.00	437607.00	474171.00	995432.00	2084.00	0.00	2176144.52
1910	FACULDADE MAURÍCIO DE NASSAU DE LAURO FREITAS	FABAC	1258	CETEBA - CENTRO DE ENSINO E TECNOLOGIA DA BAHIA LTDA	4	3	2919207	Lauro de Freitas	BA	Nordeste	70	16977	3389	14557239.09	0.00	49606.00	2378555.46	622125.20	2167650.16	446858.56	195034.03	0.00	4618482.59
1913	FACULDADE DE MINAS	FAMINAS	1260	LAEL VARELLA EDUCACAO E CULTURA LTDA	4	2	3143906	Muriaé	MG	Sudeste	151	2000	0	32980398.77	0.00	6099514.84	5266425.25	1751583.73	6724680.52	5891135.98	13351461.44	240866.55	4000062.26
1917	FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL	FACIMED	1262	SOCIEDADE REGIONAL DE EDUCACAO E CULTURA LTDA	4	3	1100049	Cacoal	RO	Norte	185	4000	0	39072066.20	0.00	1046613.24	13720170.57	4426351.80	7607337.44	3118432.15	996747.04	237410.24	7251128.21
1918	FACULDADE CAPIVARI	FUCAP	1263	SECAB SOCIEDADE EDUCACIONAL DE CAPIVARI DE BAIXO LTDA - EPP	4	3	4203956	Capivari de Baixo	SC	Sul	32	187	8500	8451030.37	0.00	108849.47	1734675.08	1441618.17	1562215.57	2152632.03	0.00	0.00	0.00
1925	FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO	FACISA	1264	INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA	4	3	3143302	Montes Claros	MG	Sudeste	65	5905	0	68578032.49	0.00	1990097.07	14635483.03	8232459.20	13887472.62	16230355.98	1183494.14	0.00	7384075.07
1919	FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS SANTO AGOSTINHO - FACET	FACET	1264	INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA	4	3	3143302	Montes Claros	MG	Sudeste	189	11863	0	68578032.49	0.00	1990097.07	14635483.03	8232459.20	13887472.62	16230355.98	1183494.14	0.00	7384075.07
13809	FACULDADE SANTO AGOSTINHO DE SETE LAGOAS	FASASETE	1264	INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA	4	3	3167202	Sete Lagoas	MG	Sudeste	25	11863	0	68578032.49	0.00	1990097.07	14635483.03	8232459.20	13887472.62	16230355.98	1183494.14	0.00	7384075.07
3117	FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO	FS	1264	INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA	4	3	3143302	Montes Claros	MG	Sudeste	189	11863	0	68578032.49	0.00	1990097.07	14635483.03	8232459.20	13887472.62	16230355.98	1183494.14	0.00	7384075.07
2275	FACULDADE DE DIREITO SANTO AGOSTINHO	FADISA	1264	INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA	4	3	3143302	Montes Claros	MG	Sudeste	70	5958	0	68578032.49	0.00	1990097.07	14635483.03	8232459.20	13887472.62	16230355.98	1183494.14	0.00	7384075.07
17498	FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA	FASA	1264	INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA	4	3	2933307	Vitória da Conquista	BA	Nordeste	40	11863	0	68578032.49	0.00	1990097.07	14635483.03	8232459.20	13887472.62	16230355.98	1183494.14	0.00	7384075.07
17433	FACULDADE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA	FASAVIC	1264	INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA	4	3	2933307	Vitória da Conquista	BA	Nordeste	40	11863	0	68578032.49	0.00	1990097.07	14635483.03	8232459.20	13887472.62	16230355.98	1183494.14	0.00	7384075.07
1921	FACULDADE DE SÃO BENTO	FSB	1265	MOSTEIRO DE SAO BENTO DE SAO PAULO	5	3	3550308	São Paulo	SP	Sudeste	12	7	0	1922071.39	0.00	15380.15	981786.05	382875.17	447608.82	41392.08	150000.00	65382.70	90392.00
1930	INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO	SINGULARIDADES/ISESP	1267	INSTITUTO SUPERIOR DE EDUCACAO DE SAO PAULO - ISESP	5	3	3550308	São Paulo	SP	Sudeste	32	3	1905	7255743.71	5812916.10	95297.73	4779541.87	1350660.77	1801890.83	0.00	247773.51	0.00	3331424.48
1932	FACULDADE PALOTINA	FAPAS	1268	SOCIEDADE VICENTE PALLOTTI	5	3	4316907	Santa Maria	RS	Sul	44	41	7578	6672121.10	923621.26	170322.84	2047245.25	970708.73	1031035.11	216472.47	0.00	55222.03	3845142.16
1934	FACULDADE SINOP	FASIP	1270	SOCIEDADE EDUCACIONAL UNIFAS S/C LTDA - ME	4	3	5107909	Sinop	MT	Centro-Oeste	101	280	0	9584658.64	0.00	298457.54	1510905.67	668889.84	637344.66	963436.45	2974685.54	281834.28	104465.91
1937	FACULDADE EVANGÉLICA DE SALVADOR	FACESA	1273	PRIMEIRA IGREJA BATISTA DO BRASIL	5	3	2927408	Salvador	BA	Nordeste	1	1600	200	275143.16	0.00	46990.01	46329.29	62070.92	46990.01	0.00	0.00	0.00	15000.00
1938	FACULDADE GLOBAL DE UMUARAMA	FGU	1274	ESCOLA CASINHA FELIZ S/S LTDA. - ME	4	3	4128104	Umuarama	PR	Sul	9	842	8659	1020734.77	0.00	160.02	391527.65	261018.43	203809.01	87424.33	0.00	0.00	142267.13
1939	INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL	INESUL	1275	INESUL INSTITUTO DE ENSINO SUPERIOR DE LONDRINA S/S LTDA	4	3	4113700	Londrina	PR	Sul	51	325	1230	3155980.15	0.00	16482.71	792752.46	787024.73	514278.47	1540.68	2405.00	0.00	1021547.66
2799	FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ	FANEESP	1275	INESUL INSTITUTO DE ENSINO SUPERIOR DE LONDRINA S/S LTDA	4	3	4101804	Araucária	PR	Sul	33	6000	8000	1371072.57	0.00	8820.06	407147.70	374831.99	253355.53	0.00	5780.00	0.00	336780.64
1907	FACULDADE EDUCACIONAL DE COLOMBO	FAEC	1275	INESUL INSTITUTO DE ENSINO SUPERIOR DE LONDRINA S/S LTDA	4	3	4105805	Colombo	PR	Sul	43	320	1275	1830157.69	0.00	28833.91	494025.61	356689.59	276549.69	2268.98	0.00	0.00	723755.73
1940	FACULDADE DE NOVA SERRANA	FANS	1276	FUNDACAO FAUSTO PINTO DA FONSECA	5	3	3145208	Nova Serrana	MG	Sudeste	32	1	1	2567137.41	120000.00	359446.83	842354.79	361009.20	849878.68	441602.60	0.00	0.00	420070.52
4950	FACULDADE AUM		1277	SOCIEDADE EDUCACIONAL ENES NASCIMENTO LTDA - ME	4	3	5103403	Cuiabá	MT	Centro-Oeste	30	86	0	3718848.58	0.00	0.00	1515748.98	383551.59	374390.00	640356.85	14857.98	22718.69	215485.89
1941	FACULDADE CUIABÁ	FAUC	1277	SOCIEDADE EDUCACIONAL ENES NASCIMENTO LTDA - ME	4	3	5103403	Cuiabá	MT	Centro-Oeste	30	49	0	2415874.59	0.00	0.00	981570.25	245874.59	131139.61	485765.02	0.00	54874.58	133591.73
1943	FACULDADE JK SOBRADINHO		1278	UNIAO EDUCACIONAL SERRANA LTDA-UNISER - EPP	4	3	5300108	Brasília	DF	Centro-Oeste	11	100	65	623818.62	0.00	300000.00	323081.46	172787.79	151686.40	269074.80	0.00	0.00	0.00
1945	FACULDADE DE SORRISO	FAIS	1280	UNIC SORRISO LTDA	4	3	5107925	Sorriso	MT	Centro-Oeste	25	24951	7250	32865730.30	0.00	1575302.04	3366066.29	646584.44	2566888.61	4354157.31	2026614.55	0.00	2804919.36
1948	FACULDADE DE ENSINO SUPERIOR DA PARAÍBA	FESP	1282	SEDUP-SOCIEDADE EDUCACIONAL DA PARAIBA LTDA - EPP	4	3	2507507	João Pessoa	PB	Nordeste	15	792	7075	5598916.55	0.00	0.00	653421.22	254221.06	443025.73	0.00	0.00	0.00	159244.64
1949	FACULDADE DE PAULÍNIA	FACP	1283	INSTITUTO DE EDUCACAO SUPERIOR SAO PAULO LTDA - EPP	4	3	3536505	Paulínia	SP	Sudeste	49	31	620	6604103.00	0.00	0.00	2518973.00	971766.00	1358573.00	239585.00	0.00	658699.00	856507.00
1950	FACULDADE DE ORLÂNDIA	FAO	1284	ASSOCIACAO DE ENSINO SUPERIOR DE ORLANDIA LTDA - EPP	4	3	3534302	Orlândia	SP	Sudeste	7	842	8659	2588776.90	0.00	906.71	302538.94	201692.63	153079.81	81358.34	0.00	0.00	179677.40
1952	FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA	FACULDADES CATHEDRAL	1286	FACULDADES CATHEDRAL DE ENSINO SUPERIOR DE BARRA DO GARCAS - ME	4	3	5101803	Barra do Garças	MT	Centro-Oeste	72	289	0	16178531.57	0.00	75049.19	4078920.39	32100.19	1497278.26	6990543.94	0.00	0.00	760177.99
1962	INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA	ISECENSA	1288	CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA	5	3	3301009	Campos dos Goytacazes	RJ	Sudeste	63	1	0	531386.00	0.00	1094.00	420700.00	38084.00	46718.00	0.00	0.00	0.00	3461.00
1961	INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA	ITCSAS/CENSA	1288	CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA	5	3	3301009	Campos dos Goytacazes	RJ	Sudeste	63	1	0	15088932.00	0.00	2553561.00	8217024.00	1497744.00	821654.00	0.00	0.00	0.00	4065201.00
1964	FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO	HOTEC	1289	SOCIEDADE EDUCACIONAL PINTO E MENEZES LTDA - ME	4	3	3550308	São Paulo	SP	Sudeste	54	319	14679	9389063.66	0.00	133382.12	1377286.75	1782968.10	1760983.02	3480251.09	15336.00	38699.44	261977.06
1965	FACULDADE DE TECNOLOGIA DE ALAGOAS	FAT/AL	1290	FAPEC - FUNDACAO ALAGOANA DE PESQUISA, EDUCACAO E CULTURA	5	3	2704302	Maceió	AL	Nordeste	87	150	0	15199386.03	0.00	224440.00	3710150.88	1590064.66	2421017.21	1087921.96	1305046.39	0.00	1525023.00
1966	FACULDADE ALBERT EINSTEIN	FALBE	1291	UNIAO BRASILIENSE DE ENSINO SUPERIOR E PESQUISA EIRELI - EPP	4	3	5300108	Brasília	DF	Centro-Oeste	20	400	800	272000.00	0.00	200000.00	47000.00	26500.00	7000.00	30000.00	27000.00	10000.00	50000.00
3203	INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN	ISALBE	1291	UNIAO BRASILIENSE DE ENSINO SUPERIOR E PESQUISA EIRELI - EPP	4	3	5300108	Brasília	DF	Centro-Oeste	12	400	800	79000.00	0.00	120000.00	37000.00	18000.00	10000.00	38000.00	50000.00	10000.00	30000.00
1967	FACULDADE DO VALE DO ITAPECURÚ	FAI	1292	SOCIEDADE EDUCACIONAL CAXIENSE S/C LTDA.	4	3	2103000	Caxias	MA	Nordeste	46	0	1812	9388038.42	0.00	701471.86	2082434.74	814852.46	1788538.47	268392.79	793442.77	33319.56	4357189.38
1972	FACULDADE TIJUCUSSU	TIJUCUSSU	1295	ORGANIZACAO SULSANCAETANENSE DE EDUCACAO E CULTURA LTDA.	4	3	3548807	São Caetano do Sul	SP	Sudeste	19	842	8659	8624141.51	0.00	950.01	965377.98	643585.32	549190.28	140735.59	0.00	0.00	577787.76
1977	CENTRO DE ESTUDOS SUPERIORES APRENDIZ	CESA	1296	CENTRO EDUCACIONAL APRENDIZ LTDA - ME	4	3	3105608	Barbacena	MG	Sudeste	56	10	131	2829101.42	146749.70	98600.00	638349.36	383507.47	387821.32	357229.39	424129.19	260024.92	164423.78
1978	FACULDADE METROPOLITANA DA GRANDE FORTALEZA	FAMETRO	1297	EMPREENDIMENTO EDUCACIONAL MARACANAU LTDA.	4	3	2304400	Fortaleza	CE	Nordeste	229	0	0	61188951.01	0.00	9860202.94	11999779.71	3731541.34	12034442.88	9206497.53	19281400.52	1045034.00	10776098.58
1980	FACULDADE SINERGIA	SINERGIA	1298	SINERGIA SISTEMA DE ENSINO LTDA - EPP	4	3	4211306	Navegantes	SC	Sul	26	10	4500	6032855.90	0.00	197461.77	1785915.17	374277.97	742513.24	921832.49	0.00	82195.19	2415883.38
1984	FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU	FACIG	1301	CENTRO SUPERIOR DE ESTUDOS DE MANHUACU LTDA	4	3	3139409	Manhuaçu	MG	Sudeste	41	727	1700	6912628.14	0.00	7438866.71	2578538.30	1345087.85	2445748.95	2383417.92	1179376.63	127165.15	300033.89
7	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UFSCAR	1302	FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS	1	1	3548906	São Carlos	SP	Sudeste	1014	37600	274766	8289000.14	16234918.97	547458869.89	232532244.07	155021496.05	58875793.35	106521257.47	10022093.84	502603.36	0.00
1988	FACULDADE AVANTIS	AVANTIS	1303	SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL LTDA	4	3	4202008	Balneário Camboriú	SC	Sul	109	2599	0	41648061.24	0.00	448806.01	9057244.02	1288513.53	4050424.17	9631652.90	3949301.03	60991.56	1713218.67
2189	FACULDADE DO MARANHÃO	FACAM-MA	1306	SOMAR - SOCIEDADE MARANHENSE DE ENSINO SUPERIOR LTDA - ME	4	3	2111300	São Luís	MA	Nordeste	127	2378	1563	26760271.42	0.00	0.00	8906221.00	1800744.11	3396375.00	1402105.35	6340.00	450000.00	1250000.00
1993	FACULDADE DE CIÊNCIAS HUMANAS E DA SAÚDE	SESPA	1307	SOCIEDADE DE ENSINO SUPERIOR DE PATOS DE MINAS LTDA - EPP	4	3	3148004	Patos de Minas	MG	Sudeste	11	80	60	390133.56	0.00	0.00	22765.21	26078.27	28686.08	0.00	3000.00	0.00	35000.00
